Id,Lot Area,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice
938,17597,Crawfor,1Fam,1Story,7,9,1971,2009,BrkFace,BrkFace,None,0.0,Gd,CBlock,581.0,1803.0,2365,0,1.0,2,0,3,Ex,7,Min1,2,Attchd,1971.0,2.0,551.0,Y,200,144,7,2009,315000
1194,8872,NAmes,1Fam,1Story,5,8,1965,2008,VinylSd,VinylSd,BrkFace,300.0,TA,CBlock,317.0,912.0,912,0,1.0,1,0,2,Gd,5,Typ,0,Detchd,1992.0,2.0,576.0,Y,0,240,12,2008,147000
2429,3982,Blmngtn,TwnhsE,1Story,8,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,366.0,1520.0,1567,0,1.0,2,0,1,Ex,7,Typ,1,Attchd,2006.0,3.0,648.0,Y,312,0,10,2006,264561
1937,7134,NAmes,1Fam,SLvl,5,5,1955,1955,MetalSd,MetalSd,None,0.0,TA,CBlock,0.0,384.0,1360,0,0.0,1,0,3,TA,6,Min1,1,Detchd,1962.0,2.0,572.0,Y,0,50,2,2007,130000
1847,2117,Somerst,Twnhs,2Story,6,5,2000,2000,MetalSd,MetalSd,BrkFace,456.0,Gd,PConc,320.0,756.0,769,756,0.0,2,1,3,Gd,5,Typ,1,Detchd,2000.0,2.0,440.0,Y,0,0,6,2007,177000
1550,8155,IDOTRR,1Fam,1.5Fin,5,7,1930,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,780.0,780.0,780,420,0.0,1,0,4,TA,7,Typ,0,,,0.0,0.0,Y,0,0,7,2008,119000
2705,5500,SWISU,1Fam,1Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,TA,PConc,190.0,1073.0,1073,0,1.0,2,0,2,TA,4,Typ,0,Detchd,2004.0,1.0,246.0,Y,0,120,5,2006,157000
2713,11553,Sawyer,1Fam,1Story,5,5,1968,1968,Plywood,Plywood,BrkFace,188.0,TA,CBlock,378.0,1051.0,1159,0,0.0,1,1,3,TA,7,Typ,1,Attchd,1968.0,1.0,336.0,Y,466,0,7,2006,158000
1938,7150,NAmes,1Fam,1.5Fin,4,4,1955,1955,MetalSd,MetalSd,None,0.0,TA,PConc,1040.0,1190.0,1040,500,1.0,1,0,4,Fa,7,Typ,0,Detchd,2002.0,1.0,352.0,Y,0,0,8,2007,115000
1819,6285,Sawyer,1Fam,1Story,5,5,1977,1977,Plywood,Plywood,None,0.0,TA,CBlock,405.0,894.0,894,0,1.0,1,0,2,TA,5,Typ,0,Detchd,1979.0,1.0,308.0,Y,192,0,3,2007,120750
23,7500,Somerst,1Fam,2Story,7,5,2000,2000,VinylSd,VinylSd,None,0.0,Gd,PConc,281.0,814.0,814,860,1.0,2,1,3,Gd,7,Typ,0,Attchd,2000.0,2.0,663.0,Y,0,96,1,2010,216000
2289,2001,MeadowV,Twnhs,2Story,4,5,1970,1970,CemntBd,CmentBd,BrkFace,80.0,TA,CBlock,546.0,546.0,546,546,0.0,1,1,3,TA,6,Typ,0,Attchd,1970.0,1.0,286.0,Y,0,0,1,2007,75000
1156,19508,Veenker,1Fam,1Story,6,5,1974,1974,HdBoard,ImStucc,BrkFace,144.0,TA,CBlock,630.0,1430.0,1430,0,0.0,2,0,3,TA,6,Typ,2,Attchd,1974.0,2.0,484.0,Y,117,108,7,2008,192000
2717,7176,Sawyer,1Fam,SLvl,6,6,1978,1978,HdBoard,HdBoard,BrkFace,200.0,TA,CBlock,166.0,960.0,1040,0,1.0,1,0,3,TA,6,Typ,1,Detchd,1979.0,2.0,616.0,Y,131,0,7,2006,160500
2101,10652,CollgCr,1Fam,1Story,7,5,2006,2007,VinylSd,VinylSd,Stone,306.0,Gd,PConc,1494.0,1494.0,1494,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,2006.0,3.0,840.0,Y,160,33,8,2007,279500
1377,11235,Sawyer,1Fam,SFoyer,5,6,1963,1963,HdBoard,Wd Sdng,None,0.0,TA,CBlock,197.0,981.0,1075,0,1.0,1,0,3,Gd,6,Typ,0,Detchd,1996.0,2.0,440.0,Y,64,0,5,2008,148000
1381,10265,Sawyer,1Fam,1Story,5,7,1967,2005,HdBoard,HdBoard,None,0.0,TA,CBlock,234.0,992.0,992,0,1.0,1,0,3,Gd,6,Typ,0,Attchd,1967.0,1.0,294.0,Y,204,0,7,2008,145000
2502,14541,NoRidge,1Fam,2Story,8,7,1993,1993,MetalSd,MetalSd,None,0.0,Gd,PConc,326.0,1338.0,1352,1168,1.0,2,1,5,Gd,10,Typ,1,Attchd,1993.0,3.0,796.0,Y,209,55,11,2006,310000
2609,10184,NAmes,1Fam,SLvl,6,5,1963,1963,HdBoard,HdBoard,BrkFace,379.0,TA,CBlock,503.0,1083.0,1146,0,0.0,1,0,3,TA,6,Typ,1,Attchd,1963.0,1.0,294.0,Y,345,75,6,2006,165000
505,46589,NoRidge,1Fam,2Story,8,7,1994,2005,VinylSd,VinylSd,BrkFace,528.0,Gd,PConc,88.0,1629.0,1686,762,1.0,2,1,4,Gd,8,Typ,1,Attchd,1994.0,3.0,711.0,Y,517,76,7,2009,402000
1126,10625,Somerst,1Fam,2Story,7,5,2005,2005,CemntBd,CmentBd,None,0.0,Gd,PConc,1026.0,1026.0,1026,932,0.0,2,1,3,Gd,9,Typ,1,Attchd,2005.0,3.0,936.0,Y,154,210,7,2008,250000
2914,1470,MeadowV,Twnhs,SFoyer,4,6,1970,1970,CemntBd,CmentBd,None,0.0,TA,CBlock,108.0,630.0,630,0,1.0,1,0,1,TA,3,Typ,0,,,0.0,0.0,Y,0,0,4,2006,73000
393,9000,NAmes,Duplex,2Story,5,5,1974,1974,VinylSd,VinylSd,None,0.0,TA,CBlock,896.0,896.0,896,896,0.0,2,2,4,TA,8,Typ,0,,,0.0,0.0,Y,32,45,9,2009,136000
2405,5911,NridgHt,TwnhsE,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,278.0,Ex,PConc,1088.0,1560.0,1565,0,1.0,2,0,2,Ex,6,Typ,1,Attchd,2005.0,2.0,556.0,Y,196,56,3,2006,282500
67,8987,Somerst,1Fam,1Story,8,5,2005,2006,VinylSd,VinylSd,BrkFace,226.0,Gd,PConc,1595.0,1595.0,1595,0,0.0,2,0,2,Gd,6,Typ,1,Attchd,2005.0,3.0,880.0,Y,144,0,5,2010,221500
2227,17871,Crawfor,1Fam,1Story,4,5,1995,1996,VinylSd,VinylSd,None,0.0,TA,PConc,1680.0,1680.0,1680,0,0.0,2,0,4,Gd,7,Typ,0,Attchd,1996.0,2.0,628.0,Y,152,0,6,2007,170000
669,11500,NAmes,1Fam,1Story,6,4,1967,1967,HdBoard,HdBoard,None,0.0,Fa,CBlock,108.0,1040.0,1040,0,1.0,1,0,3,TA,6,Min1,1,Attchd,1967.0,2.0,480.0,Y,0,0,5,2009,163000
1772,12257,NoRidge,1Fam,2Story,8,5,1995,1995,VinylSd,VinylSd,BrkFace,513.0,Gd,PConc,1198.0,1318.0,1328,1203,0.0,2,1,4,Gd,9,Typ,1,Attchd,1995.0,3.0,752.0,Y,222,98,11,2007,290000
1775,9044,NoRidge,1Fam,2Story,8,5,1996,1997,VinylSd,VinylSd,BrkFace,526.0,Gd,PConc,100.0,1325.0,1335,1203,0.0,2,1,4,Gd,8,Typ,1,Attchd,1996.0,3.0,933.0,Y,198,92,5,2007,330000
403,1680,BrDale,Twnhs,2Story,6,5,1973,1973,HdBoard,HdBoard,BrkFace,504.0,TA,CBlock,229.0,483.0,483,504,1.0,1,1,2,TA,5,Typ,0,Detchd,1973.0,1.0,264.0,Y,0,0,7,2009,111000
2792,9468,CollgCr,1Fam,2Story,6,5,1999,1999,VinylSd,VinylSd,BrkFace,148.0,TA,PConc,201.0,840.0,840,915,1.0,2,1,3,TA,7,Typ,1,Attchd,1999.0,2.0,530.0,Y,176,73,8,2006,214000
1247,9373,NAmes,1Fam,1Story,5,6,1953,1953,MetalSd,MetalSd,BrkFace,84.0,TA,CBlock,456.0,1152.0,1152,0,0.0,1,1,3,TA,6,Typ,0,Detchd,1971.0,2.0,636.0,Y,0,0,5,2008,137500
384,7000,Somerst,1Fam,2Story,7,5,2003,2003,CemntBd,CmentBd,None,0.0,Gd,PConc,304.0,926.0,1016,868,1.0,2,1,3,Ex,7,Typ,1,Attchd,2003.0,2.0,581.0,Y,0,35,6,2009,240900
91,10186,NoRidge,1Fam,2Story,7,5,1992,1992,HdBoard,HdBoard,None,0.0,Gd,PConc,76.0,750.0,1061,862,1.0,2,1,3,Gd,8,Typ,1,Attchd,1992.0,2.0,564.0,Y,240,39,6,2010,190000
863,11664,CollgCr,1Fam,1Story,7,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,PConc,335.0,1569.0,1611,0,1.0,2,0,3,Gd,6,Typ,0,Attchd,2002.0,3.0,1231.0,Y,262,93,9,2009,250000
1857,10768,Veenker,1Fam,1Story,5,8,1976,2004,Plywood,Plywood,None,0.0,Gd,CBlock,280.0,1437.0,1437,0,1.0,2,0,3,Gd,6,Typ,1,Attchd,1976.0,2.0,528.0,Y,0,21,7,2007,218000
1870,10530,NWAmes,1Fam,2Story,7,6,1993,1993,MetalSd,MetalSd,BrkFace,194.0,Gd,PConc,329.0,1148.0,1091,984,1.0,2,1,3,Gd,8,Typ,1,Attchd,1993.0,2.0,473.0,Y,235,86,8,2007,255000
2318,14859,Gilbert,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,27.0,Gd,PConc,1670.0,1670.0,1670,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,2006.0,3.0,690.0,Y,144,60,8,2006,240000
2100,10481,CollgCr,1Fam,1Story,8,5,2006,2007,CemntBd,CmentBd,None,0.0,Gd,PConc,2140.0,2140.0,2140,0,0.0,2,1,3,Gd,8,Typ,0,Attchd,2006.0,3.0,894.0,Y,136,32,6,2007,360000
1213,9350,NAmes,1Fam,SLvl,5,8,1965,1999,BrkFace,BrkFace,None,0.0,TA,PConc,586.0,1219.0,1265,0,0.0,2,0,3,Gd,6,Typ,1,Attchd,1965.0,2.0,502.0,Y,0,92,10,2008,179900
2046,18030,ClearCr,1Fam,1.5Fin,5,6,1946,1994,MetalSd,MetalSd,None,0.0,TA,CBlock,977.0,1598.0,1636,971,0.0,3,0,3,Ex,12,Maj1,1,,,0.0,0.0,Y,122,0,3,2007,200500
710,5925,OldTown,1Fam,1.5Fin,3,6,1910,1950,VinylSd,VinylSd,None,0.0,TA,BrkTil,600.0,600.0,600,368,0.0,1,0,2,TA,6,Typ,0,,,0.0,0.0,Y,0,0,5,2009,37900
2268,6718,Timber,1Fam,1Story,8,5,2001,2001,VinylSd,VinylSd,BrkFace,86.0,Gd,PConc,1017.0,1267.0,1312,0,0.0,2,0,2,Gd,5,Typ,0,Attchd,2001.0,2.0,471.0,Y,256,28,1,2007,180500
816,11855,SawyerW,Duplex,2Story,7,5,2000,2000,VinylSd,VinylSd,BrkFace,23.0,TA,PConc,348.0,1168.0,1168,1619,2.0,4,2,6,TA,8,Typ,2,BuiltIn,2000.0,4.0,820.0,Y,312,0,10,2009,269500
1616,12394,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,PConc,847.0,847.0,847,886,0.0,2,1,3,Gd,7,Typ,1,BuiltIn,2003.0,2.0,433.0,Y,100,48,10,2007,225000
2233,7000,IDOTRR,1Fam,1.5Fin,6,7,1940,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,345.0,720.0,720,495,0.0,1,0,3,Gd,6,Typ,0,Detchd,1965.0,2.0,720.0,Y,0,0,5,2007,141000
439,10367,NridgHt,1Fam,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,284.0,Ex,PConc,724.0,1739.0,1743,0,1.0,2,0,3,Ex,8,Typ,1,Attchd,2008.0,3.0,927.0,Y,168,45,6,2009,335000
260,15240,CollgCr,1Fam,1Story,5,8,1977,2004,CemntBd,CmentBd,None,0.0,Gd,CBlock,140.0,1026.0,1026,0,1.0,1,1,3,TA,5,Typ,0,Attchd,1977.0,1.0,308.0,Y,316,85,6,2010,150000
2523,50271,Veenker,1Fam,1Story,9,5,1981,1987,WdShing,Wd Shng,None,0.0,Gd,CBlock,32.0,1842.0,1842,0,2.0,0,1,0,Gd,5,Typ,1,Attchd,1981.0,3.0,894.0,Y,857,72,11,2006,385000
627,13600,NAmes,1Fam,2Story,7,6,1965,1990,HdBoard,HdBoard,BrkFace,176.0,TA,CBlock,314.0,768.0,1186,800,0.0,2,1,3,TA,7,Typ,3,Attchd,1965.0,2.0,486.0,Y,0,42,10,2009,205000
251,6762,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,Stone,24.0,Gd,PConc,501.0,1187.0,1208,0,1.0,2,0,2,Gd,6,Typ,0,Attchd,2006.0,2.0,632.0,Y,105,61,2,2010,206000
2163,8500,CollgCr,1Fam,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,106.0,Gd,PConc,1422.0,1422.0,1422,0,0.0,2,0,3,Gd,7,Typ,0,Attchd,2004.0,2.0,626.0,Y,192,60,11,2007,179600
2819,8877,Edwards,1Fam,1Story,4,5,1951,1951,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,0.0,836.0,1220,0,0.0,1,0,2,TA,6,Typ,0,Detchd,1951.0,2.0,396.0,Y,0,0,4,2006,102000
1025,15611,NWAmes,1Fam,1Story,5,6,1977,1977,VinylSd,VinylSd,None,0.0,TA,PConc,266.0,1126.0,1126,0,0.0,2,0,3,Ex,6,Typ,0,Attchd,1977.0,2.0,540.0,Y,180,0,3,2008,175000
2592,13300,NAmes,1Fam,1Story,5,5,1956,2001,Wd Sdng,VinylSd,None,0.0,TA,CBlock,521.0,1015.0,1384,0,1.0,1,0,2,TA,6,Min1,0,Attchd,2001.0,2.0,896.0,Y,75,0,6,2006,159000
1491,6500,Edwards,1Fam,1Story,6,6,1976,1976,HdBoard,Plywood,BrkFace,84.0,TA,CBlock,94.0,1127.0,1127,0,0.0,1,1,3,TA,6,Typ,1,Detchd,1991.0,2.0,480.0,Y,0,0,5,2008,135000
2742,9525,Edwards,1Fam,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,550.0,994.0,1216,639,0.0,2,0,4,TA,7,Typ,0,Attchd,1954.0,1.0,325.0,Y,182,0,10,2006,136900
2497,6993,Sawyer,1Fam,1Story,5,7,1961,1994,HdBoard,Plywood,None,0.0,TA,CBlock,447.0,912.0,1236,0,0.0,1,0,3,TA,6,Typ,1,Attchd,1961.0,1.0,288.0,Y,0,0,6,2006,135000
495,9430,NoRidge,1Fam,2Story,8,5,1999,1999,VinylSd,VinylSd,BrkFace,673.0,Gd,PConc,89.0,1252.0,1268,1097,1.0,2,1,3,Gd,8,Typ,1,Attchd,1999.0,3.0,856.0,Y,0,128,7,2009,337000
2528,11029,NWAmes,1Fam,2Story,6,7,1968,1984,HdBoard,HdBoard,BrkFace,220.0,TA,CBlock,435.0,1054.0,1512,1142,1.0,2,1,4,Gd,9,Typ,1,Attchd,1968.0,2.0,619.0,Y,0,65,8,2006,250000
1033,14311,NWAmes,1Fam,2Story,8,5,1996,1996,VinylSd,VinylSd,BrkFace,402.0,Gd,PConc,213.0,1236.0,1236,1104,1.0,2,1,4,Gd,9,Typ,1,Attchd,1996.0,3.0,787.0,Y,192,180,6,2008,306000
764,10800,Edwards,Duplex,1Story,5,5,1987,1988,Plywood,Plywood,None,0.0,TA,CBlock,0.0,1200.0,1200,0,3.0,3,0,3,TA,5,Typ,0,,,0.0,0.0,Y,120,0,3,2009,179000
1165,3604,Somerst,TwnhsE,2Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,689.0,689.0,703,689,0.0,2,0,2,Gd,5,Typ,0,Detchd,2007.0,2.0,540.0,Y,0,102,2,2008,146000
2037,10320,IDOTRR,1Fam,1.5Fin,6,5,1915,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,763.0,1138.0,1138,1042,0.0,1,1,3,TA,7,Typ,1,Detchd,2006.0,2.0,720.0,N,0,0,5,2007,161000
113,10603,NWAmes,1Fam,1Story,6,7,1977,2001,Plywood,Plywood,BrkFace,28.0,TA,PConc,410.0,1610.0,1610,0,1.0,2,0,3,Gd,6,Typ,2,Attchd,1977.0,2.0,480.0,Y,168,68,2,2010,205000
1572,4084,Timber,TwnhsE,1Story,7,6,1986,1986,VinylSd,VinylSd,BrkFace,340.0,Gd,CBlock,384.0,1277.0,1501,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,1986.0,2.0,512.0,Y,240,0,7,2008,241500
2052,7943,Sawyer,1Fam,1Story,4,5,1961,1961,VinylSd,VinylSd,BrkCmn,192.0,TA,CBlock,126.0,1029.0,1029,0,1.0,1,0,3,TA,5,Typ,0,Attchd,1961.0,1.0,261.0,Y,64,0,4,2007,118500
2702,6930,ClearCr,1Fam,SLvl,5,4,1958,1958,Wd Sdng,ImStucc,BrkFace,120.0,TA,CBlock,468.0,1062.0,1352,0,0.0,1,0,3,Gd,6,Min2,0,BuiltIn,1958.0,1.0,288.0,Y,168,0,7,2006,130000
1981,7200,OldTown,1Fam,1Story,5,8,1940,1950,VinylSd,VinylSd,Stone,279.0,TA,CBlock,808.0,808.0,1072,0,0.0,1,0,2,TA,5,Typ,2,Detchd,1940.0,2.0,379.0,Y,0,0,5,2007,130000
2335,16052,StoneBr,1Fam,2Story,10,5,2006,2006,VinylSd,VinylSd,Stone,734.0,Ex,PConc,644.0,1850.0,1850,848,1.0,2,1,4,Ex,11,Typ,1,Attchd,2006.0,3.0,736.0,Y,250,0,7,2006,535000
563,7150,Sawyer,1Fam,1Story,5,6,1962,1962,VinylSd,VinylSd,BrkFace,60.0,TA,CBlock,182.0,912.0,912,0,0.0,1,0,3,TA,6,Typ,0,Attchd,1962.0,1.0,252.0,Y,0,0,10,2009,123000
1502,6012,Edwards,Duplex,1Story,4,5,1955,1955,AsbShng,Plywood,None,0.0,TA,PConc,0.0,0.0,1152,0,0.0,2,0,2,TA,6,Typ,0,,,0.0,0.0,N,0,0,6,2008,82000
1310,5350,OldTown,1Fam,2Story,7,8,1920,1965,Wd Sdng,Wd Shng,None,0.0,TA,BrkTil,508.0,624.0,730,720,0.0,1,0,3,TA,7,Typ,0,Detchd,1935.0,1.0,288.0,Y,0,192,3,2008,132000
2598,5400,OldTown,1Fam,1Story,5,6,1921,1968,MetalSd,MetalSd,None,0.0,TA,BrkTil,1073.0,1073.0,1073,0,0.0,1,0,2,TA,4,Typ,0,Detchd,1968.0,1.0,326.0,Y,0,0,12,2006,108480
2715,9535,Sawyer,1Fam,1Story,5,5,1967,1967,HdBoard,HdBoard,BrkFace,450.0,TA,CBlock,0.0,1176.0,1458,0,1.0,1,1,3,TA,7,Typ,1,Attchd,1967.0,2.0,512.0,Y,284,0,7,2006,165000
1810,7441,SawyerW,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,1461.0,1461.0,1486,0,0.0,2,0,3,Gd,7,Typ,0,Attchd,2006.0,2.0,566.0,Y,0,32,6,2007,181000
778,15400,Sawyer,1Fam,SLvl,5,5,1961,1961,HdBoard,HdBoard,None,0.0,TA,CBlock,552.0,552.0,904,611,0.0,2,0,4,TA,8,Typ,1,Attchd,1961.0,1.0,384.0,Y,290,40,7,2009,165000
339,10544,Mitchel,1Fam,1.5Fin,5,5,1969,1969,HdBoard,HdBoard,None,0.0,TA,CBlock,388.0,864.0,864,615,0.0,2,0,5,TA,8,Typ,0,Attchd,1969.0,1.0,275.0,Y,287,0,4,2010,161000
2460,10936,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,60.0,Gd,PConc,1504.0,1504.0,1504,0,0.0,2,0,3,Gd,7,Typ,0,Attchd,2006.0,2.0,510.0,Y,144,0,9,2006,199000
320,11316,Timber,1Fam,2Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,44.0,Gd,PConc,193.0,817.0,824,1070,1.0,2,1,4,Gd,8,Typ,1,BuiltIn,2002.0,2.0,510.0,Y,0,40,2,2010,214900
2461,8640,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,1254.0,1278.0,1278,0,0.0,2,0,2,Gd,5,Typ,0,Attchd,2006.0,2.0,584.0,Y,0,60,10,2006,198600
2449,12090,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,650.0,Gd,PConc,1141.0,1141.0,1165,1098,0.0,2,1,4,Gd,10,Typ,1,BuiltIn,1998.0,2.0,420.0,Y,144,123,7,2006,258000
817,7939,SawyerW,Duplex,2Story,7,5,2000,2000,VinylSd,VinylSd,BrkFace,23.0,TA,PConc,348.0,1168.0,1168,1619,2.0,4,2,6,TA,8,Typ,2,BuiltIn,2000.0,4.0,820.0,Y,312,0,10,2009,269500
1096,7750,Gilbert,1Fam,2Story,7,5,2002,2002,VinylSd,VinylSd,,,Gd,PConc,707.0,707.0,707,707,0.0,2,1,3,Gd,6,Typ,1,Attchd,2002.0,2.0,403.0,Y,100,35,4,2008,176000
1893,9350,NAmes,1Fam,SLvl,6,7,1964,1991,HdBoard,HdBoard,BrkFace,108.0,TA,CBlock,452.0,1302.0,1302,0,0.0,2,0,3,Gd,7,Min1,0,Attchd,1964.0,1.0,309.0,Y,333,0,10,2007,158000
479,7750,Gilbert,1Fam,SLvl,8,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,PConc,55.0,408.0,779,640,1.0,2,1,3,Gd,7,Typ,1,BuiltIn,2002.0,2.0,527.0,Y,120,0,3,2009,184100
1657,13001,NWAmes,1Fam,1Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,176.0,TA,CBlock,1012.0,1625.0,1220,0,0.0,2,0,2,TA,6,Typ,1,Attchd,1971.0,2.0,944.0,Y,0,0,9,2007,170000
937,13607,Crawfor,1Fam,SLvl,6,6,1986,1986,VinylSd,VinylSd,BrkFace,242.0,TA,CBlock,118.0,572.0,1182,800,1.0,2,1,3,TA,6,Typ,1,BuiltIn,1986.0,2.0,501.0,Y,400,112,4,2009,208000
879,4435,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,163.0,848.0,848,0,1.0,1,0,1,Gd,4,Typ,0,Attchd,2003.0,2.0,420.0,Y,140,0,5,2009,140000
945,3843,Crawfor,TwnhsE,1Story,8,5,2007,2008,CemntBd,CmentBd,Stone,174.0,Ex,PConc,120.0,1596.0,1648,0,1.0,2,0,2,Ex,5,Typ,1,Attchd,2007.0,2.0,482.0,Y,162,53,6,2009,230000
1010,5950,StoneBr,TwnhsE,1Story,8,5,1989,1989,HdBoard,HdBoard,None,0.0,Gd,PConc,1018.0,1337.0,1337,0,1.0,2,0,2,Gd,5,Typ,1,Attchd,1989.0,2.0,462.0,Y,0,73,4,2008,188500
2861,12400,Crawfor,1Fam,1.5Fin,5,6,1940,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,299.0,901.0,1125,592,0.0,1,1,2,TA,7,Typ,1,Attchd,1940.0,1.0,410.0,Y,0,0,2,2006,194000
1245,10425,NAmes,1Fam,1Story,5,5,1956,1958,MetalSd,MetalSd,None,0.0,TA,CBlock,330.0,1104.0,1104,0,1.0,1,0,3,TA,5,Typ,0,Attchd,1956.0,1.0,384.0,Y,0,0,4,2008,133000
854,16269,CollgCr,1Fam,1Story,5,5,1978,1978,MetalSd,MetalSd,BrkFace,76.0,TA,BrkTil,282.0,907.0,907,0,0.0,1,0,3,TA,5,Typ,0,Attchd,1978.0,1.0,343.0,Y,72,0,7,2009,140000
1437,8998,CollgCr,1Fam,2Story,7,5,2000,2000,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,255.0,782.0,782,870,0.0,2,1,3,Gd,6,Typ,0,Attchd,2000.0,2.0,532.0,Y,0,70,6,2008,207500
586,10400,NWAmes,1Fam,2Story,6,7,1967,1997,MetalSd,MetalSd,BrkFace,256.0,TA,PConc,932.0,932.0,1271,1369,0.0,2,1,5,Gd,8,Typ,1,Attchd,1967.0,2.0,515.0,Y,0,120,5,2009,256900
1947,10134,OldTown,1Fam,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,735.0,735.0,735,299,0.0,1,0,2,TA,5,Typ,0,Detchd,1940.0,1.0,240.0,Y,0,39,7,2007,109000
815,7007,SawyerW,Duplex,1Story,5,5,1979,1979,HdBoard,HdBoard,None,0.0,TA,Slab,0.0,0.0,1513,0,0.0,2,0,4,TA,8,Typ,0,Attchd,1979.0,2.0,400.0,Y,0,0,6,2009,113722
831,11645,CollgCr,1Fam,1Story,8,5,2005,2006,VinylSd,VinylSd,Stone,76.0,Gd,PConc,1474.0,1498.0,1498,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,2005.0,3.0,844.0,Y,144,98,3,2009,237000
1919,8250,NAmes,1Fam,1Story,5,7,1963,1963,MetalSd,MetalSd,None,0.0,TA,CBlock,765.0,1053.0,1053,0,1.0,1,0,3,Gd,6,Typ,0,2Types,1994.0,2.0,692.0,Y,240,0,7,2007,142100
2306,11027,NAmes,1Fam,1Story,6,5,1954,1954,Wd Sdng,Wd Sdng,Stone,28.0,TA,CBlock,171.0,1178.0,1293,0,1.0,2,0,2,TA,5,Typ,0,Attchd,1954.0,2.0,452.0,Y,280,0,5,2006,149900
430,12350,NridgHt,1Fam,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,450.0,Ex,PConc,788.0,2020.0,2020,0,1.0,2,0,3,Ex,7,Typ,1,Attchd,2008.0,3.0,896.0,Y,192,98,5,2009,404000
2618,18275,NAmes,1Fam,2Story,7,8,1962,1998,Plywood,Plywood,None,0.0,TA,CBlock,802.0,1438.0,1900,548,1.0,3,0,3,TA,9,Typ,2,Attchd,1962.0,2.0,441.0,Y,520,102,9,2006,277500
245,9206,SawyerW,1Fam,2Story,6,5,1985,1985,HdBoard,HdBoard,BrkFace,336.0,Gd,CBlock,741.0,741.0,977,755,0.0,2,1,3,Gd,7,Typ,1,Attchd,1985.0,2.0,476.0,Y,192,46,6,2010,178000
462,6240,NridgHt,TwnhsE,1Story,8,5,2006,2006,MetalSd,MetalSd,BrkFace,176.0,Gd,PConc,461.0,1324.0,1324,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,2006.0,2.0,550.0,Y,192,38,12,2009,254000
182,9656,OldTown,1Fam,1Story,2,2,1923,1970,AsbShng,AsbShng,None,0.0,TA,BrkTil,678.0,678.0,832,0,0.0,1,0,2,TA,5,Typ,1,Detchd,1928.0,2.0,780.0,N,0,0,6,2010,12789
1625,7875,Gilbert,1Fam,1Story,7,5,1995,1996,HdBoard,HdBoard,BrkFace,38.0,TA,PConc,1237.0,1237.0,1253,0,0.0,2,0,3,TA,6,Typ,1,Attchd,1995.0,2.0,402.0,Y,220,21,6,2007,176000
2381,16259,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,VinylSd,Stone,370.0,TA,PConc,1249.0,1249.0,1249,1347,0.0,3,1,4,Gd,9,Typ,0,Attchd,2006.0,3.0,840.0,Y,240,154,9,2006,342643
